Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Unnamed: 16,Unnamed: 17
2479,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,THF,87.02,4596058.5,,
2480,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,THF,49.5,12517272.0,,
2481,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,THF,78.0,4059765.5,,
2482,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,THF,13.89,1687866.0,,
2483,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,THF,30.63,1811122.75,,
2484,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,Et3N,2.5,THF,4.37,791934.13,,
2485,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,THF,95.63,5227120.5,,
2486,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,THF,90.28,25834962.0,,
2487,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,THF,89.01,4774376.5,,
2488,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,THF,68.94,18075382.0,,
2489,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,THF,58.19,2509063.5,,
2490,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,THF,93.15,22541318.0,,
2491,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,THF,74.94,3936477.5,,
2492,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,THF,47.67,10791116.0,,
2493,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,THF,62.86,2923942.25,,
2494,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,,2.5,THF,16.11,950327.19,,
2495,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,THF,20.7,1126192.63,,
2496,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,,2.5,THF,5.53,1018060.44,,
2497,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,DMF,76.5,3369349.25,,
2498,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,DMF,73.78,16343113.0,,
2499,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,DMF,79.7,3719172.75,,
2500,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,DMF,64.78,14763256.0,,
2501,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,DMF,24.56,1077899.38,,
2502,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,DMF,65.95,11599409.0,,
2503,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,DMF,66.0,2950401.5,,
2504,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,DMF,47.04,8883405.0,,
2505,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,DMF,34.74,1558090.38,,
2506,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,DMF,14.08,1054568.25,,
2507,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,DMF,6.5,363715.19,,
2508,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,NaOH,2.5,DMF,6.23,1437357.63,,
2509,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,DMF,46.47,1927745.25,,
2510,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,DMF,69.04,14859741.0,,
2511,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,DMF,48.07,2086306.25,,
2512,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,DMF,51.21,12443684.0,,
2513,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,DMF,14.81,595382.25,,
2514,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,DMF,49.06,7826853.5,,
2515,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,DMF,26.04,1065006.13,,
2516,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,DMF,21.19,2899890.25,,
2517,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,DMF,22.13,904676.88,,
2518,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,DMF,13.71,531824.31,,
2519,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,DMF,3.26,148654.42,,
2520,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,NaHCO3,2.5,DMF,8.06,1897362.5,,
2521,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,DMF,36.03,1649535.5,,
2522,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,DMF,73.12,16402426.0,,
2523,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,DMF,46.27,1947548.0,,
2524,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,DMF,36.75,8404939.0,,
2525,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,DMF,24.77,1183542.63,,
2526,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,DMF,71.45,11952787.0,,
2527,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,DMF,46.34,1965631.88,,
2528,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,DMF,22.25,3790286.75,,
2529,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,DMF,21.87,947360.88,,
2530,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,DMF,12.0,737300.31,,
2531,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,DMF,3.95,201109.41,,
2532,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,CsF,2.5,DMF,7.53,1726065.25,,
2533,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,DMF,48.73,2186064.0,,
2534,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,DMF,61.38,14457490.0,,
2535,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,DMF,54.47,2374915.5,,
2536,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,DMF,20.64,5248756.0,,
2537,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,DMF,11.81,528536.88,,
2538,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,DMF,54.23,8952357.0,,
2539,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,DMF,29.16,1310852.38,,
2540,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,DMF,22.12,3488454.75,,
2541,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,DMF,15.46,670386.94,,
2542,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,DMF,14.19,619277.31,,
2543,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,DMF,3.02,149390.8,,
2544,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,K3PO4,2.5,DMF,8.3,1541860.13,,
2545,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,48.06,2218903.0,,
2546,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,DMF,64.78,14846253.0,,
2547,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,66.62,3087866.75,,
2548,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,67.83,15983740.0,,
2549,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,30.73,1340787.0,,
2550,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,64.75,10748437.0,,
2551,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,63.96,2854387.25,,
2552,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,45.04,8418666.0,,
2553,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,43.51,1935714.38,,
2554,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,13.43,1506897.38,,
2555,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,14.23,771169.25,,
2556,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,KOH,2.5,DMF,18.94,5797213.0,,
2557,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,78.71,3492871.25,,
2558,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,DMF,75.39,16941684.0,,
2559,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,69.89,2990737.25,,
2560,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,64.27,13921153.0,,
2561,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,26.26,967944.44,,
2562,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,82.62,13157213.0,,
2563,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,33.94,1381891.63,,
2564,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,82.62,13157213.0,,
2565,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,15.32,620906.25,,
2566,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,13.9,860194.0,,
2567,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,7.16,320324.19,,
2568,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,LiOtBu,2.5,DMF,4.91,628359.63,,
2569,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,80.76,3561735.0,,
2570,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,DMF,64.9,14003659.0,,
2571,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,75.18,3540789.0,,
2572,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,49.02,9799341.0,,
2573,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,6.62,271581.63,,
2574,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,72.32,11489481.0,,
2575,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,42.8,1822048.25,,
2576,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,26.88,4896178.0,,
2577,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,12.06,475697.72,,
2578,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,DMF,7.25,681751.25,,
2579,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,DMF,9.19,488848.69,,
2580,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,Et3N,2.5,DMF,5.77,887105.06,,
2581,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,DMF,80.94,3586624.0,,
2582,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,DMF,45.54,10159760.0,,
2583,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,DMF,57.76,2432714.0,,
2584,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,DMF,45.11,10371106.0,,
2585,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,DMF,12.44,530879.56,,
2586,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,DMF,64.8,10377281.0,,
2587,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,DMF,23.47,1005503.5,,
2588,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,DMF,23.11,4171693.5,,
2589,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,DMF,17.57,760564.19,,
2590,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,,2.5,DMF,14.79,485583.81,,
2591,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,DMF,3.8,107278.37,,
2592,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,,2.5,DMF,8.83,1908531.38,,
2593,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeOH,59.59,2068734.63,,
2594,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,MeOH,79.1,16220114.0,,
2595,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeOH,68.54,3177641.5,,
2596,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeOH,61.92,12022868.0,,
2597,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeOH,64.08,2520749.25,,
2598,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeOH,64.25,10126055.0,,
2599,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeOH,54.09,2187776.5,,
2600,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeOH,25.5,4369236.0,,
2601,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeOH,52.82,2172678.0,,
2602,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeOH,9.05,1007668.94,,
2603,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeOH,3.78,104398.06,,
2604,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,NaOH,2.5,MeOH,42.9,11513077.0,,
2605,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeOH,31.58,1279056.88,,
2606,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,MeOH,68.46,14234454.0,,
2607,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeOH,56.14,2349769.0,,
2608,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeOH,47.07,9430069.0,,
2609,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeOH,64.57,2614299.75,,
2610,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeOH,58.33,8650409.0,,
2611,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeOH,35.81,1441042.88,,
2612,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeOH,17.87,1864332.75,,
2613,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeOH,29.62,1178162.38,,
